post_id,user_id,team_id,title,content,created_at,updated_at
610,795,632,Coordinate Documentation for MUS164-Reliable (MUS164),"Our work aligns with MUS - Jazz Keyboard Studies II. This post focuses on the risk register. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-30 17:33:23,2025-01-30 17:33:23
611,279,633,Coordinate Team Coordination for MUS432-Progressive (MUS432),"Our work aligns with MUS - Piano Pedagogy II. This post focuses on the progress update. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-02 12:15:10,2025-03-02 12:15:10
612,279,633,Present Presentation Prep for MUS432-Progressive (MUS432),"Our work aligns with MUS - Piano Pedagogy II. This post focuses on the progress update. Key topics: Presentation Prep, Documentation, Team Coordination. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-07 12:15:10,2025-03-16 12:35:10
613,99,634,Document Documentation for SHS563-Jovial (SHS563),"Our work aligns with SHS - Amplification Lab. This post focuses on the progress update. Key topics: Team Coordination, Documentation, Milestone Planning. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 18:04:36,2025-02-14 21:56:36
614,99,634,Coordinate Documentation for SHS563-Jovial (SHS563),"Our work aligns with SHS - Amplification Lab. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Peer Review. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-15 18:04:36,2025-02-15 18:04:36
615,304,635,Coordinate Presentation Prep for CHEM233-Zealous (CHEM233),"Our work aligns with CHEM - Elementary Organic Chem Lab I. This post focuses on the progress update. Key topics: Presentation Prep, Documentation, Milestone Planning. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-13 14:23:24,2025-04-18 17:37:24
616,203,636,Document Milestone Planning for MUS125-Bold (MUS125),"Our work aligns with MUS - English Diction and Dialects. This post focuses on the risk register. Key topics: Documentation, Presentation Prep, Team Coordination. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-27 18:00:37,2025-02-27 18:00:37
617,203,636,Coordinate Milestone Planning for MUS125-Bold (MUS125),"Our work aligns with MUS - English Diction and Dialects. This post focuses on the demo script. Key topics: Team Coordination, Presentation Prep, Milestone Planning. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-04 18:00:37,2025-03-04 18:00:37
618,152,639,Present Team Coordination for ECE515-Honest (ECE515),"Our work aligns with ECE - Control System Theory &amp; Design. This post focuses on the demo script. Key topics: Milestone Planning, Presentation Prep, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-07 08:31:54,2025-02-07 08:31:54
619,152,639,Present Team Coordination for ECE515-Honest (ECE515),"Our work aligns with ECE - Control System Theory &amp; Design. This post focuses on the demo script. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-12 08:31:54,2025-02-12 08:31:54
620,29,640,Align Peer Review for CLE697-Skilled (CLE697),"Our work aligns with CLE - Current Concepts in Obesity and Metabolic Syndrome. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-06 19:39:22,2025-04-09 21:29:22
621,29,640,Organize Documentation for CLE697-Skilled (CLE697),"Our work aligns with CLE - Current Concepts in Obesity and Metabolic Syndrome. This post focuses on the demo script. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-10 13:22:15,2025-02-10 13:22:15
622,29,640,Present Peer Review for CLE697-Skilled (CLE697),"Our work aligns with CLE - Current Concepts in Obesity and Metabolic Syndrome. This post focuses on the demo script. Key topics: Team Coordination, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-15 13:22:15,2025-02-15 13:22:15
623,926,641,Present Milestone Planning for MUS422-Motivated (MUS422),"Our work aligns with MUS - Musical Theatre Repertoire. This post focuses on the progress update. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-09 08:21:28,2025-02-09 08:21:28
624,926,641,Document Peer Review for MUS422-Motivated (MUS422),"Our work aligns with MUS - Musical Theatre Repertoire. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-03 20:29:23,2025-02-03 20:29:23
625,975,642,Coordinate Presentation Prep for CS233-Progressive (CS233),"Our work aligns with CS - Computer Architecture. This post focuses on the risk register. Key topics: Milestone Planning, Presentation Prep, Documentation. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-25 16:08:08,2025-02-25 16:08:08
626,975,642,Document Documentation for CS233-Progressive (CS233),"Our work aligns with CS - Computer Architecture. This post focuses on the scope doc. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-26 16:08:08,2025-02-26 16:08:08
627,424,643,Coordinate Peer Review for FAA597-Zealous (FAA597),"Our work aligns with FAA - Crip* Graduate Directed Research. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-09 12:42:53,2025-03-13 15:10:53
628,942,644,Align Peer Review for PHYS523-Zealous (PHYS523),"Our work aligns with PHYS - Instrumentation and Applied Physics Project. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-23 16:57:01,2025-01-23 16:57:01
629,942,644,Organize Presentation Prep for PHYS523-Zealous (PHYS523),"Our work aligns with PHYS - Instrumentation and Applied Physics Project. This post focuses on the scope doc. Key topics: Peer Review, Presentation Prep, Team Coordination. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 16:57:01,2025-01-26 16:57:01
630,441,645,Coordinate Presentation Prep for IS423-United (IS423),"Our work aligns with IS - Early Literacy. This post focuses on the progress update. Key topics: Milestone Planning, Presentation Prep, Peer Review. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-28 12:40:33,2025-01-28 12:40:33
631,441,645,Organize Presentation Prep for IS423-United (IS423),"Our work aligns with IS - Early Literacy. This post focuses on the risk register. Key topics: Peer Review, Presentation Prep, Documentation. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-02 12:40:33,2025-02-02 12:40:33
632,381,646,Document Team Coordination for SHS534-Progressive (SHS534),"Our work aligns with SHS - Aphasia and Related Disorders. This post focuses on the risk register. Key topics: Peer Review, Documentation, Presentation Prep. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-12 10:57:54,2025-01-12 10:57:54
633,698,647,Organize Documentation for CHEM442-Youthful (CHEM442),"Our work aligns with CHEM - Physical Chemistry I. This post focuses on the progress update. Key topics: Peer Review, Team Coordination, Documentation. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-26 13:36:49,2025-02-26 13:36:49
634,593,648,Present Milestone Planning for CMN304-United (CMN304),"Our work aligns with CMN - Communication Internship. This post focuses on the scope doc. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-09 08:13:09,2025-03-19 10:40:09
635,638,649,Align Team Coordination for CS412-Vibrant (CS412),"Our work aligns with CS - Introduction to Data Mining. This post focuses on the progress update. Key topics: Documentation, Team Coordination, Presentation Prep. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-10 10:44:13,2025-01-10 10:44:13
636,805,650,Organize Peer Review for CS415-Creative (CS415),"Our work aligns with CS - Game Development. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-25 08:02:32,2025-02-25 08:02:32
637,473,654,Organize Peer Review for IS530-Optimistic (IS530),"Our work aligns with IS - Collection Development. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-15 18:10:23,2025-04-15 18:10:23
638,320,655,Present Peer Review for IS309-Lively (IS309),"Our work aligns with IS - Computers and Culture. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-18 16:24:19,2025-03-18 16:24:19
639,320,655,Coordinate Presentation Prep for IS309-Lively (IS309),"Our work aligns with IS - Computers and Culture. This post focuses on the scope doc. Key topics: Milestone Planning, Presentation Prep, Documentation. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-21 16:24:19,2025-03-26 17:52:19
